Identifier,Price,Price_cat,Month_sold,Year_sold,Sale_type,Type,Area,Size,Street_front,Plot_shape,Incline,SlopeType,Condition,Year_Built,Year_Renov,Water,Tarred_road,Culdesac,Corner,Roof_Type,Bathrooms,Bedrooms,KitchenCondition,Braais_Fireplaces,Garages,Driveway,Pool,BusyStreet,NearRail,NearGreen
403237505,1069000,Low,4,2018,Normal,Double storey,Residential,545,18,Regular,Flat,Gentle,8,1900,2000,1,Yes,0,1,Traditional,1.5,3,0,0,1,Paved,Yes,1,0,0
403238405,1649000,Average,7,2018,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,7,1940,1989,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
403238495,1190000,Low,7,2018,Normal,Single storey,Residential,557,15,Regular,Up,Gentle,6,1924,2003,1,Yes,0,0,Traditional,1,2,0,1,2,Paved,Yes,0,0,0
403239425,1200000,Low,7,2018,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,7,1929,1950,1,Yes,0,1,Traditional,1,3,0,1,1,Paved,Yes,0,0,0
403240385,1570000,Average,5,2018,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,7,1937,2000,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
403240405,1050000,Low,4,2018,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,6,1939,1950,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,No,0,0,0
403240435,1130000,Low,4,2018,Normal,Single storey,Residential,465,15,Regular,Down,Moderate,7,1926,1950,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
403242455,1150000,Low,4,2018,Normal,Single storey,Residential,513,18,Irregular,Flat,Gentle,6,1920,1997,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,1,0,0
403242465,790000,Low,4,2018,Other,Single storey,Residential,552,30,Irregular,Flat,Gentle,6,1946,1950,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,No,1,0,0
403243425,1230000,Low,8,2018,Normal,Single storey,Residential,580,16,Regular,Flat,Gentle,6,1929,1950,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,Yes,0,0,0
403244375,813000,Low,6,2018,Normal,Single storey,Residential,569,,Regular,Flat,Gentle,6,1945,1995,1,Yes,0,0,Traditional,1,1,0,0,1,,Yes,0,0,0
403244435,1629000,Average,6,2018,Normal,Single storey,Residential,580,16,Regular,Flat,Gentle,6,1930,1992,1,Yes,0,0,Traditional,2,3,0,1,2,,No,0,0,0
403245425,1500000,Average,1,2018,Normal,Single storey,Residential,580,16,Regular,Flat,Gentle,6,1939,1950,1,Yes,0,0,Traditional,2,4,0,1,2,Paved,Yes,0,0,0
403246435,1235000,Low,10,2018,Normal,Double storey,Residential,569,16,Regular,Flat,Gentle,5,1923,1950,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,Yes,1,0,0
403246445,1299000,Low,4,2018,Other,Single storey,Residential,569,16,Regular,Flat,Gentle,6,1931,1950,1,Yes,0,0,Traditional,2,2,0,2,2,Paved,Yes,1,0,0
403247355,1280000,Low,6,2018,Normal,Double storey,Residential,572,18,Irregular,Flat,Gentle,7,1920,1999,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,1,1,0
403247445,685000,Low,5,2018,Normal,Single storey,Residential,588,18,Irregular,Flat,Gentle,5,1927,1950,1,Yes,0,0,Traditional,1,1,-1,0,1,Paved,Yes,1,1,0
403248355,1270000,Low,1,2018,Normal,Single storey,Residential,802,15,Regular,Flat,Gentle,5,1948,2001,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,No,0,0,0
403412525,2070000,Average,6,2018,Normal,Single storey,Residential,1213,20,Regular,Down,Gentle,7,1923,2000,1,Yes,0,0,Traditional,1.5,4,0,1,2,,Yes,0,0,0
403413365,1840000,Average,6,2018,Normal,Single storey,Residential,847,18,Regular,Flat,Gentle,7,1925,1950,1,Yes,0,0,Traditional,3,4,0,0,1,,Yes,0,0,0
403413375,1625000,Average,3,2018,Normal,Single storey,Residential,849,18,Regular,Flat,Gentle,5,1915,2004,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,Yes,0,0,0
403413395,1450000,Average,7,2018,Normal,Single storey,Residential,849,,Regular,Flat,Gentle,5,1940,1982,1,Yes,0,0,Traditional,2,3,0,0,1,,No,0,0,0
403437765,1300000,Average,5,2018,Normal,Single storey,Residential,954,17,Regular,Flat,Gentle,7,1918,2000,1,Yes,0,0,Traditional,2,2,-1,0,1,,Yes,0,1,0
403438505,1600000,Average,9,2018,Normal,Double storey,Residential,752,17,Regular,Flat,Gentle,7,1910,1983,1,Yes,0,0,Traditional,2,5,0,0,1,Paved,Yes,0,0,0
403439435,1610000,Average,6,2018,Normal,Double storey,Residential,474,,Regular,Flat,Gentle,8,1925,1996,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,Yes,0,0,0
403441355,1275000,Low,6,2018,Normal,Single storey,Residential,404,19,Regular,Flat,Gentle,7,1910,1950,1,Yes,0,0,Traditional,1,3,0,0,1,,Yes,0,0,0
403464370,938500,Low,7,2018,Normal,Single storey,Residential,584,,Irregular,Flat,Gentle,6,1930,1950,1,No,0,0,Traditional,1,1,0,0,2,,Yes,0,1,0
403465395,1360000,Average,5,2018,Other,Double storey,Residential,954,18,Regular,Flat,Gentle,6,1952,1952,1,Yes,0,0,Traditional,1.5,4,0,0,1,Paved,Yes,0,0,0
403466445,1410000,Average,11,2018,Normal,Single storey,Residential,639,18,Regular,Down,Gentle,6,1938,1958,1,Yes,0,0,Traditional,2,4,0,1,2,Paved,Yes,0,0,0
403467375,1200000,Low,4,2018,Normal,Single storey,Residential,959,,Regular,Flat,Gentle,6,1915,1978,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
403467485,1275000,Low,7,2018,Normal,Single storey,Residential,669,18,Regular,Flat,Gentle,7,1925,1992,1,Yes,0,1,Traditional,1,2,0,0,2,Paved,Yes,0,0,0
403468475,1270000,Low,8,2018,Other,Single storey,Residential,651,19,Regular,Flat,Gentle,6,1925,1950,1,Yes,0,0,Traditional,3,3,0,1,1,Paved,No,0,0,0
403470455,895000,Low,3,2018,Normal,Single storey,Residential,736,,Irregular,Flat,Gentle,7,1920,1950,1,Yes,0,0,Traditional,1,3,-1,0,0,,Yes,1,0,0
403487365,1250000,Low,6,2018,Normal,Single storey,Residential,765,15,Irregular,Up,Gentle,6,1955,1995,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,1,1,0
403488455,799000,Low,9,2018,Other,Single storey,Residential,519,18,Irregular,Down,Gentle,7,1920,1998,1,Yes,0,0,Traditional,1,4,0,0,0,,Yes,1,0,0
403493355,850000,Low,8,2018,Other,Single storey,Residential,959,18,Regular,Flat,Gentle,7,1912,1991,1,Yes,0,0,Traditional,1,1,0,0,2,,Yes,0,1,0
403493445,823750,Low,5,2018,Normal,Duplex,Residential,959,18,Regular,Flat,Gentle,3,1915,1950,1,Yes,0,0,Traditional,2,3,0,0,0,,Yes,0,0,0
403496365,1350000,Average,6,2018,Normal,Single storey,Residential,959,18,Regular,Flat,Gentle,7,1906,1995,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
404112365,1240000,Low,9,2018,Other,Single storey,Residential,881,25,Regular,Flat,Gentle,6,1947,1993,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,1,0,0
404112385,1340000,Average,8,2018,Normal,Single storey,Residential,766,17,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,Yes,1,0,0
404112505,1350000,Average,8,2018,Normal,Single storey,Residential,1978,35,Regular,Flat,Gentle,5,1948,1950,1,Yes,0,0,Traditional,2,4,0,1,1,Paved,Yes,0,0,0
404113515,1344320,Average,7,2018,Normal,Single storey,Residential,1590,24,Regular,Flat,Gentle,4,1959,1959,1,Yes,0,0,Traditional,2,4,0,1,2,,Yes,1,0,0
404363625,1275000,Low,9,2018,Normal,Duplex,Residential,939,19,Regular,Flat,Gentle,6,1940,1999,1,Yes,0,0,Traditional,3,4,0,0,0,Paved,Yes,0,0,0
405112365,1480000,Average,5,2018,Other,Double storey,Residential,1044,,Regular,Flat,Gentle,6,1963,1963,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,1,0,0
405114515,1295000,Low,2,2018,Normal,Single storey,Residential,1041,21,Regular,Flat,Gentle,5,1965,1965,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
405115375,1575000,Average,12,2018,Normal,Double storey,Residential,1209,24,Regular,Flat,Gentle,6,1978,1978,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
405116425,1099000,Low,12,2018,Other,Single storey,Residential,665,,Irregular,Flat,Gentle,6,1966,1966,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
405116455,1450000,Average,7,2018,Normal,Single storey,Residential,954,21,Irregular,Flat,Gentle,6,1967,2005,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
405116525,1300000,Average,5,2018,Normal,Single storey,Residential,907,17,Irregular,Flat,Gentle,6,1967,2003,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,1,0,0
405119625,1530000,Average,5,2018,Normal,Double storey,Residential,716,,Irregular,Flat,Gentle,7,1978,1978,1,Yes,1,0,Traditional,1.5,3,0,1,2,Paved,Yes,0,0,0
405119725,1200000,Low,3,2018,Normal,Single storey,Residential,927,,Irregular,Flat,Gentle,5,1967,1967,1,Yes,0,1,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
405120515,1520000,Average,3,2018,Normal,Double storey,Residential,687,,Irregular,Flat,Gentle,5,1984,1984,1,Yes,1,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
405212435,1089590,Low,1,2018,Other,Duplex,Residential,1198,18,Regular,Flat,Gentle,4,1969,1969,1,Yes,0,0,Traditional,3,0,0,0,2,Paved,Yes,1,0,0
405212445,955410,Low,1,2018,Other,Duplex,Residential,1198,18,Regular,Flat,Gentle,5,1920,1950,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,1,0,0
405212505,800000,Low,7,2018,Normal,Single storey,Residential,836,,Regular,Flat,Gentle,4,1959,1959,1,Yes,0,0,Traditional,1,3,0,0,0,Paved,Yes,0,0,0
405212855,1493500,Average,6,2018,Normal,Single storey,Residential,794,,Irregular,Flat,Gentle,6,1966,2006,1,Yes,1,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
405213365,1449000,Average,5,2018,Normal,Single storey,Residential,858,29,Regular,Flat,Gentle,7,1963,2003,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,1,0,0
405213455,1850000,Average,6,2018,Normal,Single storey,Residential,1317,27,Regular,Flat,Gentle,7,1956,1956,1,Yes,0,0,Traditional,2,1,0,1,2,Paved,Yes,0,0,1
405213465,1650000,Average,6,2018,Normal,Single storey,Residential,1234,,Regular,Flat,Gentle,5,1954,1954,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,1
405214575,2350000,High,3,2018,Normal,Single storey,Residential,1254,,Regular,Flat,Gentle,7,1960,1975,1,Yes,0,0,Flat,2,1,0,1,2,Paved,Yes,0,0,0
405237385,1400000,Average,12,2018,Normal,Double storey,Residential,1284,26,Regular,Flat,Gentle,6,1958,1987,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
405238375,1080000,Low,8,2018,Normal,Single storey,Residential,948,18,Regular,Flat,Gentle,7,1940,1997,1,Yes,0,0,Traditional,1,2,0,0,1,,Yes,0,0,0
405238455,1450000,Average,12,2018,Other,Duplex,Residential,978,,Regular,Flat,Gentle,4,1960,1960,1,Yes,0,1,Flat,3,3,0,2,2,Paved,Yes,0,0,0
405239395,1524000,Average,6,2018,Normal,Single storey,Residential,778,19,Regular,Flat,Gentle,6,1941,1973,1,Yes,0,1,Traditional,2.5,2,0,0,3,,No,0,0,0
405312365,1440000,Average,6,2018,Normal,Double storey,Residential,948,,Regular,Flat,Gentle,7,1970,1970,1,Yes,0,0,Traditional,1,3,0,0,3,Paved,Yes,0,0,0
405363434,1730000,Average,11,2018,Normal,Estate,Residential,268,,Regular,Up,Gentle,6,1996,1997,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
405364375,1920000,Average,3,2018,Normal,Double storey,Residential,929,25,Regular,Flat,Gentle,6,1977,1977,1,Yes,0,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
405364415,2450000,High,4,2018,Normal,Single storey,Residential,1883,25,Irregular,Flat,Gentle,7,1979,1979,1,Yes,1,0,Traditional,3,3,0,2,2,Paved,Yes,0,0,0
405413390,2415000,High,4,2018,Normal,Single storey,Residential,3633,22,Irregular,Down,Severe,7,1954,2005,1,Yes,1,0,Flat,2,2,0,2,2,Paved,Yes,0,0,0
405413405,2560000,High,3,2018,Normal,Single storey,Residential,4945,,Irregular,Down,Moderate,5,1954,1994,1,Yes,1,0,Flat,2,2,0,2,2,Paved,Yes,0,0,0
405414435,1770000,Average,5,2018,Normal,Double storey,Residential,1069,38,Irregular,Flat,Gentle,7,1959,2006,1,Yes,0,1,Traditional,2,2,1,1,1,Paved,Yes,0,0,0
405415405,1256000,Low,1,2018,Normal,Single storey,Residential,482,15,Regular,Flat,Gentle,6,1948,1950,1,Yes,0,0,Traditional,1,2,0,1,1,Paved,Yes,0,0,0
405415495,1550000,Average,6,2018,Normal,Single storey,Residential,971,26,Irregular,Flat,Gentle,6,1953,1953,1,Yes,0,0,Traditional,1,3,0,2,2,Paved,Yes,0,0,0
405437470,2400000,High,9,2018,Normal,Single storey,Residential,4236,23,Irregular,Down,Gentle,7,1908,1997,1,Yes,0,0,Traditional,3,5,0,1,2,Paved,Yes,0,0,0
405438375,2600000,High,1,2018,Normal,Single storey,Residential,1816,26,Regular,Flat,Gentle,6,1940,2007,1,Yes,0,0,Flat,2,2,-1,2,0,Paved,Yes,0,0,0
405439395,1850000,Average,7,2018,Normal,Single storey,Residential,2023,20,Regular,Flat,Gentle,7,1918,1950,1,Yes,0,0,Traditional,2,4,0,1,2,,Yes,0,0,0
405439415,2350000,High,7,2018,Normal,Double storey,Residential,1275,37,Regular,Flat,Gentle,7,1935,1986,1,Yes,0,1,Traditional,2,4,0,2,2,Paved,Yes,0,0,0
405463675,1599000,Average,7,2018,Normal,Single storey,Residential,889,21,Regular,Flat,Gentle,6,1956,1956,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
405464415,996000,Low,4,2018,Normal,Duplex,Residential,869,15,Regular,Flat,Gentle,5,1975,1975,1,Yes,0,0,Traditional,2,2,0,0,0,Paved,No,0,0,0
405464465,1345000,Average,11,2018,Normal,Double storey,Residential,870,15,Regular,Flat,Gentle,7,1962,2001,1,Yes,0,1,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
405488465,1190000,Low,4,2018,Normal,Single storey,Residential,781,15,Regular,Flat,Gentle,7,1900,1950,1,Yes,0,0,Traditional,2,4,0,0,1,Paved,Yes,0,0,0
405489395,1075000,Low,1,2018,Normal,Duplex,Residential,650,21,Regular,Flat,Gentle,6,1910,1991,1,Yes,0,0,Traditional,2,3,0,0,0,,Yes,0,0,0
405491455,1250000,Low,8,2018,Normal,Duplex,Residential,1011,21,Regular,Flat,Gentle,5,1950,1950,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
405492495,790000,Low,4,2018,Normal,Single storey,Residential,892,18,Regular,Flat,Gentle,6,1924,1950,1,Yes,0,1,Traditional,1,2,0,0,0,,Yes,1,0,0
405492585,950000,Low,3,2018,Normal,Single storey,Residential,844,18,Regular,Flat,Gentle,6,1941,1950,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,1,0,0
406216495,2622800,High,5,2018,Normal,Double storey,Residential,1100,26,Regular,Flat,Gentle,6,1990,1990,1,Yes,0,0,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,0
406216625,2600000,High,6,2018,Normal,Double storey,Residential,908,,Irregular,Flat,Gentle,6,1995,2002,1,Yes,0,1,Traditional,3,4,0,1,2,Paved,Yes,0,0,0
406235455,2265000,High,4,2018,Normal,Single storey,Residential,923,24,Regular,Flat,Gentle,6,1994,1994,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406235485,2250000,High,12,2018,Normal,Double storey,Residential,1317,,Irregular,Flat,Gentle,6,1993,1994,1,Yes,1,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
406235565,2290000,High,2,2018,Normal,Double storey,Residential,979,26,Irregular,Flat,Gentle,6,1996,1996,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
406390535,1774390,Average,3,2018,Other,Double storey,Residential,986,20,Irregular,Flat,Gentle,6,2007,2007,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
406392375,2485000,High,5,2018,Normal,Single storey,Residential,868,20,Irregular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,2,3,0,1,3,Paved,Yes,0,0,0
406424355,4750000,High,6,2018,Other,Single storey,Residential,1094,28,Regular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3,3,1,2,3,Paved,Yes,0,0,0
406424395,3950390,High,12,2018,Other,Single storey,Residential,1094,28,Regular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3.5,3,1,2,3,Paved,Yes,0,0,1
406432475,2280000,High,12,2018,Normal,Double storey,Residential,1043,18,Irregular,Flat,Gentle,6,1993,1993,1,Yes,1,0,Traditional,3,3,0,1,3,Paved,Yes,0,0,0
406436355,2250000,High,2,2018,Normal,Double storey,Residential,1064,,Irregular,Flat,Gentle,7,1995,1995,1,Yes,0,1,Traditional,3,3,0,1,3,Paved,Yes,0,0,0
406487445,1950000,Average,3,2018,Normal,Single storey,Residential,1068,,Irregular,Down,Gentle,6,1966,1966,1,Yes,1,0,Flat,3,2,0,1,2,Paved,Yes,0,0,0
406488375,2000000,Average,5,2018,Normal,Double storey,Residential,1189,24,Irregular,Up,Moderate,6,1997,1997,1,Yes,0,0,Traditional,3.5,4,0,0,2,Paved,Yes,1,0,0
407138375,1550000,Average,8,2018,Normal,Single storey,Residential,906,20,Regular,Down,Moderate,6,1994,1994,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407147365,1440000,Average,6,2018,Normal,Single storey,Residential,885,23,Regular,Flat,Gentle,6,1995,2006,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
407147605,1450000,Average,2,2018,Normal,Single storey,Residential,859,17,Irregular,Flat,Gentle,5,1994,1995,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,No,0,0,0
407187425,2260010,High,5,2018,Normal,Single storey,Residential,808,,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407188355,2157000,High,7,2018,Normal,Double storey,Residential,1221,,Irregular,Flat,Gentle,6,1997,1997,1,Yes,0,1,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,1
407193465,2075000,Average,6,2018,Normal,Double storey,Residential,836,21,Irregular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407193485,1930000,Average,6,2018,Other,Double storey,Residential,853,21,Irregular,Flat,Gentle,6,1999,1999,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407199375,1880000,Average,7,2018,Normal,Double storey,Residential,829,17,Irregular,Flat,Gentle,6,1998,1999,1,Yes,1,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407199425,1910000,Average,7,2018,Normal,Single storey,Residential,872,28,Irregular,Flat,Gentle,6,1999,2000,1,Yes,1,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407204475,2210000,High,9,2018,Normal,Single storey,Residential,1189,27,Irregular,Flat,Gentle,6,2002,2002,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407206365,2315000,High,5,2018,Normal,Double storey,Residential,1155,24,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407208385,2350000,High,5,2018,Normal,Double storey,Residential,1133,23,Irregular,Flat,Gentle,6,2000,2001,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407208395,2235000,High,9,2018,Normal,Double storey,Residential,1045,21,Irregular,Flat,Gentle,6,2001,2002,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
407212455,1302500,Average,7,2018,Normal,Single storey,Residential,855,,Irregular,Flat,Gentle,6,1975,1980,1,Yes,1,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
407213405,1499000,Average,11,2018,Normal,Double storey,Residential,779,20,Regular,Flat,Gentle,7,1977,1977,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
407214355,1580000,Average,5,2018,Normal,Single storey,Residential,1138,,Irregular,Flat,Gentle,6,1978,1978,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407214505,1470000,Average,10,2018,Normal,Double storey,Residential,1019,,Irregular,Down,Moderate,6,1978,1978,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407214535,1431950,Average,9,2018,Other,Single storey,Residential,856,,Irregular,Flat,Gentle,6,1975,1975,1,Yes,0,0,Traditional,1.5,3,0,1,2,Paved,No,0,0,0
407214585,1630000,Average,8,2018,Normal,Single storey,Residential,1331,12,Irregular,Flat,Gentle,6,1975,2001,1,Yes,1,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
407215435,1100000,Low,4,2018,Normal,Single storey,Residential,742,27,Irregular,Flat,Gentle,6,1975,1975,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
407239395,1270000,Low,5,2018,Normal,Single storey,Residential,667,18,Irregular,Flat,Gentle,6,1972,1972,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
407239645,1249000,Low,1,2018,Normal,Single storey,Residential,669,18,Regular,Down,Gentle,6,1972,1972,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
407262365,2300000,High,9,2018,Normal,Single storey,Residential,905,23,Regular,Flat,Gentle,7,2002,2002,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
407263435,2370000,High,3,2018,Normal,Double storey,Residential,880,23,Regular,Flat,Gentle,7,2002,2002,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
407265405,2350000,High,6,2018,Normal,Double storey,Residential,958,,Irregular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,3.5,3,0,1,3,Paved,Yes,0,0,0
407265455,2305000,High,6,2018,Normal,Double storey,Residential,966,,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407266365,2300000,High,12,2018,Normal,Double storey,Residential,842,22,Irregular,Flat,Gentle,7,1999,2000,1,Yes,0,0,Traditional,2.5,3,0,2,3,Paved,Yes,0,0,0
407266435,2225000,High,7,2018,Normal,Double storey,Residential,1059,23,Irregular,Flat,Gentle,6,1998,1999,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407267365,2870000,High,9,2018,Normal,Double storey,Residential,858,,Regular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407267375,2740000,High,1,2018,Normal,Double storey,Residential,903,,Irregular,Flat,Gentle,7,2001,2002,1,Yes,1,0,Traditional,3.5,3,0,1,3,Paved,Yes,0,0,0
407267405,3000000,High,6,2018,Normal,Single storey,Residential,1381,,Irregular,Flat,Gentle,7,2002,2003,1,Yes,1,0,Traditional,3,3,0,1,3,Paved,Yes,0,0,0
407272355,2559000,High,5,2018,Normal,Double storey,Residential,1045,,Regular,Flat,Gentle,7,2002,2002,1,Yes,0,1,Traditional,2.5,4,0,1,2,Paved,No,0,0,0
407274375,2249000,High,7,2018,Normal,Double storey,Residential,758,20,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407274405,2400000,High,8,2018,Normal,Double storey,Residential,1013,12,Irregular,Flat,Gentle,6,2003,2003,1,Yes,1,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
407274415,1830000,Average,6,2018,Normal,Double storey,Residential,671,22,Irregular,Flat,Gentle,6,2003,2003,1,Yes,1,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407277445,2070000,Average,6,2018,Normal,Double storey,Residential,1086,29,Irregular,Flat,Gentle,7,1999,2000,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407297425,2100000,High,7,2018,Normal,Double storey,Residential,813,21,Regular,Flat,Gentle,6,1994,1995,1,Yes,0,0,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,0
407302495,1365000,Average,3,2018,Normal,Estate,Residential,412,11,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407302595,1450000,Average,2,2018,Normal,Estate,Residential,411,,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407307365,2089000,Average,4,2018,Normal,Single storey,Residential,1219,23,Regular,Flat,Moderate,6,1997,1998,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407307445,1850000,Average,7,2018,Other,Duplex,Residential,941,25,Regular,Flat,Gentle,6,1997,1998,1,Yes,0,1,Traditional,4,2,0,0,3,Paved,Yes,0,0,0
407417365,2140000,High,12,2018,Normal,Single storey,Residential,849,21,Regular,Flat,Gentle,6,2002,2003,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407417485,2085000,Average,2,2018,Normal,Double storey,Residential,785,20,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407424385,1865000,Average,6,2018,Normal,Single storey,Residential,906,23,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407424415,2100000,High,4,2018,Normal,Single storey,Residential,785,20,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407424425,1859000,Average,9,2018,Normal,Double storey,Residential,773,20,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407424435,1799000,Average,1,2018,Normal,Single storey,Residential,1026,26,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407430355,2188360,High,2,2018,Normal,Single storey,Residential,1027,26,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,1,Traditional,2,3,0,0,3,Paved,Yes,0,0,0
407430385,1930000,Average,6,2018,Normal,Single storey,Residential,894,23,Regular,Flat,Gentle,6,2007,2007,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407432425,1890000,Average,10,2018,Normal,Double storey,Residential,762,19,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
